Feature,Importance
ACS_PCT_COMMT_60MINUP,0.0010352164405952118
ACS_PCT_IN_COUNTY_MOVE,0.0010349315764914884
ACS_PCT_OTHER,0.001023690722725291
ACS_PCT_HH_INC_99999,0.001023518228904113
ACS_PCT_DRIVE_2WORK,0.0010218595776475183
ACS_PCT_NON_CITIZEN,0.001010819339131872
ACS_PCT_GRP_QRT,0.001006000323850131
ACS_PCT_OTH_LANG,0.0009991384232698665
ACS_PCT_HH_PUB_ASSIST,0.0009879183947158906
ACS_PCT_PUBL_TRANSIT,0.0009804151359495514
ACS_PCT_HU_OTHER,0.000977776274092499
ACS_MEDIAN_YEAR_BUILT,0.0009463489112587324
ACS_PCT_OTHER_NONHISP,0.0009371490949505477
ACS_PCT_INC50_BELOW17,0.0009322822398289314
ACS_PCT_WALK_2WORK,0.0009315838091558795
ACS_PCT_CTZ_US_BORN,0.0009166198818084703
ACS_PCT_HU_NO_VEH,0.0009139674901688844
ACS_PCT_HU_OIL,0.0009083398541612258
ACS_PCT_MARRIED_SP_AB_M,0.0009065760963196081
NEPHTN_TEMPERATURE_90,0.0008998351181309014
ACS_PCT_RETAIL,0.0008931005257282465
ACS_PCT_ADMIN,0.0008853575881053911
ACS_PCT_ENGL_VERY_WELL,0.0008791421343239094
ACS_PCT_API_LANG,0.0008768878035751186
ACS_PCT_WORK_RES_M,0.0008638281848752212
ACS_PCT_INC50,0.0008568897865944091
ACS_PCT_CHILD_1FAM,0.0008501706672350875
SAIPE_PCT_POV_5_17,0.0008399076936646321
ACS_PCT_FINANCE,0.0008091096853463221
POS_PCT_HOSP_GOV,0.0008008946874192043
ACS_PCT_LT_HS,0.0007955513895572555
ACS_PCT_AIAN_NONHISP,0.0007889179250297002
ACS_PCT_HOUSEHOLDER_AIAN,0.0007826565158499914
ACS_PCT_NONCTN_1990,0.0007811062588110637
ACS_PCT_AIAN,0.0007790849381929264
ACS_PCT_HOUSEHOLDER_OTHER,0.0007761664523063899
ACS_PCT_PERSON_INC_BELOW99,0.0007523674887334723
AHRF_OP_VST_ST_G_ER_OP_RATE,0.0007461858612534741
ACS_PCT_HH_INC_10000,0.0007303461369482392
ACS_PCT_1UP_RENT_1ROOM,0.0007302319275572107
POS_PCT_HOSP_NON_PROFIT,0.0007226184917652336
ACS_PCT_POSTHS_ED,0.0007219832220562269
ACS_PCT_FEMALE,0.0007165289331831161
ACS_PCT_HH_LIMIT_ENGLISH,0.0007155155816366154
ACS_PCT_WHITE_MALE,0.000708480817667863
ACS_PCT_WORK_RES_F,0.000705572556850181
NEPHTN_HEATIND_100,0.0006723946395519103
ACS_PCT_WHITE_FEMALE,0.000670316073207773
AHRF_VET_MALE,0.0006698203698360779
ACS_PCT_OTHER_RACE,0.0006546584507825365
SAHIE_PCT_UNINSURED64,0.0006534506469436824
NEPHTN_HEATIND_95,0.0006491243096442332
POS_PCT_HOSP_FOR_PROFIT,0.0006473919108696515
ACS_PCT_NONCTN_1999,0.0006423331822725327
ACS_PCT_SPANISH,0.0006399283271549856
ACS_PCT_MALE,0.0006254749291540259
AHRF_ER_VST_ST_G_HOSP_RATE,0.000625249989893622
POS_FQHC_RATE,0.0006216871930391509
